GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
"G44000700102003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070102003",,,"Block Group 3, Census Tract 102, Providence County, Rhode Island",735,"Block Group 3, Census Tract 102, Providence County, Rhode Island",361
"G44000700102004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070102004",,,"Block Group 4, Census Tract 102, Providence County, Rhode Island",1007,"Block Group 4, Census Tract 102, Providence County, Rhode Island",454
"G44000700102005","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010200","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070102005",,,"Block Group 5, Census Tract 102, Providence County, Rhode Island",1139,"Block Group 5, Census Tract 102, Providence County, Rhode Island",417
"G44000700102006","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010200","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070102006",,,"Block Group 6, Census Tract 102, Providence County, Rhode Island",1150,"Block Group 6, Census Tract 102, Providence County, Rhode Island",549
"G44000700102007","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010200","7",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070102007",,,"Block Group 7, Census Tract 102, Providence County, Rhode Island",1903,"Block Group 7, Census Tract 102, Providence County, Rhode Island",618
"G44000700103001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070103001",,,"Block Group 1, Census Tract 103, Providence County, Rhode Island",1888,"Block Group 1, Census Tract 103, Providence County, Rhode Island",340
"G44000700103002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070103002",,,"Block Group 2, Census Tract 103, Providence County, Rhode Island",1121,"Block Group 2, Census Tract 103, Providence County, Rhode Island",301
"G44000700103003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070103003",,,"Block Group 3, Census Tract 103, Providence County, Rhode Island",687,"Block Group 3, Census Tract 103, Providence County, Rhode Island",212
"G44000700104001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070104001",,,"Block Group 1, Census Tract 104, Providence County, Rhode Island",616,"Block Group 1, Census Tract 104, Providence County, Rhode Island",229
"G44000700104002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070104002",,,"Block Group 2, Census Tract 104, Providence County, Rhode Island",2036,"Block Group 2, Census Tract 104, Providence County, Rhode Island",417
"G44000700104003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070104003",,,"Block Group 3, Census Tract 104, Providence County, Rhode Island",1647,"Block Group 3, Census Tract 104, Providence County, Rhode Island",443
"G44000700104004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070104004",,,"Block Group 4, Census Tract 104, Providence County, Rhode Island",1425,"Block Group 4, Census Tract 104, Providence County, Rhode Island",448
"G44000700104005","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010400","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070104005",,,"Block Group 5, Census Tract 104, Providence County, Rhode Island",670,"Block Group 5, Census Tract 104, Providence County, Rhode Island",434
"G44000700105011","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010501","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105011",,,"Block Group 1, Census Tract 105.01, Providence County, Rhode Island",1677,"Block Group 1, Census Tract 105.01, Providence County, Rhode Island",278
"G44000700105012","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010501","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105012",,,"Block Group 2, Census Tract 105.01, Providence County, Rhode Island",1583,"Block Group 2, Census Tract 105.01, Providence County, Rhode Island",273
"G44000700105013","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010501","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105013",,,"Block Group 3, Census Tract 105.01, Providence County, Rhode Island",1194,"Block Group 3, Census Tract 105.01, Providence County, Rhode Island",248
"G44000700105021","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105021",,,"Block Group 1, Census Tract 105.02, Providence County, Rhode Island",1386,"Block Group 1, Census Tract 105.02, Providence County, Rhode Island",352
"G44000700105022","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105022",,,"Block Group 2, Census Tract 105.02, Providence County, Rhode Island",696,"Block Group 2, Census Tract 105.02, Providence County, Rhode Island",292
"G44000700105023","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010502","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105023",,,"Block Group 3, Census Tract 105.02, Providence County, Rhode Island",1846,"Block Group 3, Census Tract 105.02, Providence County, Rhode Island",387
"G44000700105024","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010502","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105024",,,"Block Group 4, Census Tract 105.02, Providence County, Rhode Island",1183,"Block Group 4, Census Tract 105.02, Providence County, Rhode Island",365
"G44000700106001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070106001",,,"Block Group 1, Census Tract 106, Providence County, Rhode Island",1141,"Block Group 1, Census Tract 106, Providence County, Rhode Island",224
"G44000700106002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070106002",,,"Block Group 2, Census Tract 106, Providence County, Rhode Island",1799,"Block Group 2, Census Tract 106, Providence County, Rhode Island",413
"G44000700106003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070106003",,,"Block Group 3, Census Tract 106, Providence County, Rhode Island",422,"Block Group 3, Census Tract 106, Providence County, Rhode Island",179
"G44000700106004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070106004",,,"Block Group 4, Census Tract 106, Providence County, Rhode Island",1068,"Block Group 4, Census Tract 106, Providence County, Rhode Island",370
"G44000700106005","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010600","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070106005",,,"Block Group 5, Census Tract 106, Providence County, Rhode Island",753,"Block Group 5, Census Tract 106, Providence County, Rhode Island",390
"G44000700106006","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010600","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070106006",,,"Block Group 6, Census Tract 106, Providence County, Rhode Island",1025,"Block Group 6, Census Tract 106, Providence County, Rhode Island",307
"G44000700107011","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010701","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107011",,,"Block Group 1, Census Tract 107.01, Providence County, Rhode Island",1741,"Block Group 1, Census Tract 107.01, Providence County, Rhode Island",214
"G44000700107012","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010701","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107012",,,"Block Group 2, Census Tract 107.01, Providence County, Rhode Island",635,"Block Group 2, Census Tract 107.01, Providence County, Rhode Island",193
"G44000700107021","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107021",,,"Block Group 1, Census Tract 107.02, Providence County, Rhode Island",847,"Block Group 1, Census Tract 107.02, Providence County, Rhode Island",213
"G44000700107022","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010702","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107022",,,"Block Group 2, Census Tract 107.02, Providence County, Rhode Island",506,"Block Group 2, Census Tract 107.02, Providence County, Rhode Island",142
"G44000700107023","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010702","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107023",,,"Block Group 3, Census Tract 107.02, Providence County, Rhode Island",741,"Block Group 3, Census Tract 107.02, Providence County, Rhode Island",203
"G44000700107024","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010702","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107024",,,"Block Group 4, Census Tract 107.02, Providence County, Rhode Island",420,"Block Group 4, Census Tract 107.02, Providence County, Rhode Island",145
"G44000700107025","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010702","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107025",,,"Block Group 5, Census Tract 107.02, Providence County, Rhode Island",1496,"Block Group 5, Census Tract 107.02, Providence County, Rhode Island",242
"G44000700108001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070108001",,,"Block Group 1, Census Tract 108, Providence County, Rhode Island",1245,"Block Group 1, Census Tract 108, Providence County, Rhode Island",307
"G44000700108002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070108002",,,"Block Group 2, Census Tract 108, Providence County, Rhode Island",2548,"Block Group 2, Census Tract 108, Providence County, Rhode Island",537
"G44000700108003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070108003",,,"Block Group 3, Census Tract 108, Providence County, Rhode Island",735,"Block Group 3, Census Tract 108, Providence County, Rhode Island",275
"G44000700109001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070109001",,,"Block Group 1, Census Tract 109, Providence County, Rhode Island",1180,"Block Group 1, Census Tract 109, Providence County, Rhode Island",370
"G44000700109002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070109002",,,"Block Group 2, Census Tract 109, Providence County, Rhode Island",2557,"Block Group 2, Census Tract 109, Providence County, Rhode Island",640
"G44000700109003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"010900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070109003",,,"Block Group 3, Census Tract 109, Providence County, Rhode Island",1397,"Block Group 3, Census Tract 109, Providence County, Rhode Island",325
"G44000700110001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070110001",,,"Block Group 1, Census Tract 110, Providence County, Rhode Island",1326,"Block Group 1, Census Tract 110, Providence County, Rhode Island",320
"G44000700110002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070110002",,,"Block Group 2, Census Tract 110, Providence County, Rhode Island",2083,"Block Group 2, Census Tract 110, Providence County, Rhode Island",387
"G44000700110003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070110003",,,"Block Group 3, Census Tract 110, Providence County, Rhode Island",2273,"Block Group 3, Census Tract 110, Providence County, Rhode Island",474
"G44000700111001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070111001",,,"Block Group 1, Census Tract 111, Providence County, Rhode Island",1409,"Block Group 1, Census Tract 111, Providence County, Rhode Island",470
"G44000700111002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070111002",,,"Block Group 2, Census Tract 111, Providence County, Rhode Island",2629,"Block Group 2, Census Tract 111, Providence County, Rhode Island",597
"G44000700112001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070112001",,,"Block Group 1, Census Tract 112, Providence County, Rhode Island",1162,"Block Group 1, Census Tract 112, Providence County, Rhode Island",355
"G44000700112002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070112002",,,"Block Group 2, Census Tract 112, Providence County, Rhode Island",1571,"Block Group 2, Census Tract 112, Providence County, Rhode Island",427
"G44000700112003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070112003",,,"Block Group 3, Census Tract 112, Providence County, Rhode Island",663,"Block Group 3, Census Tract 112, Providence County, Rhode Island",378
"G44000700112004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070112004",,,"Block Group 4, Census Tract 112, Providence County, Rhode Island",1040,"Block Group 4, Census Tract 112, Providence County, Rhode Island",453
"G44000700112005","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011200","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070112005",,,"Block Group 5, Census Tract 112, Providence County, Rhode Island",1264,"Block Group 5, Census Tract 112, Providence County, Rhode Island",418
"G44000700113011","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011301","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113011",,,"Block Group 1, Census Tract 113.01, Providence County, Rhode Island",1515,"Block Group 1, Census Tract 113.01, Providence County, Rhode Island",241
"G44000700113012","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011301","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113012",,,"Block Group 2, Census Tract 113.01, Providence County, Rhode Island",1102,"Block Group 2, Census Tract 113.01, Providence County, Rhode Island",213
"G44000700113013","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011301","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113013",,,"Block Group 3, Census Tract 113.01, Providence County, Rhode Island",2055,"Block Group 3, Census Tract 113.01, Providence County, Rhode Island",300
"G44000700113021","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011302","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113021",,,"Block Group 1, Census Tract 113.02, Providence County, Rhode Island",1320,"Block Group 1, Census Tract 113.02, Providence County, Rhode Island",267
"G44000700113022","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011302","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113022",,,"Block Group 2, Census Tract 113.02, Providence County, Rhode Island",1543,"Block Group 2, Census Tract 113.02, Providence County, Rhode Island",229
"G44000700113023","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011302","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113023",,,"Block Group 3, Census Tract 113.02, Providence County, Rhode Island",1341,"Block Group 3, Census Tract 113.02, Providence County, Rhode Island",326
"G44000700114011","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011401","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114011",,,"Block Group 1, Census Tract 114.01, Providence County, Rhode Island",1830,"Block Group 1, Census Tract 114.01, Providence County, Rhode Island",377
"G44000700114012","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011401","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114012",,,"Block Group 2, Census Tract 114.01, Providence County, Rhode Island",1192,"Block Group 2, Census Tract 114.01, Providence County, Rhode Island",268
"G44000700114013","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011401","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114013",,,"Block Group 3, Census Tract 114.01, Providence County, Rhode Island",1322,"Block Group 3, Census Tract 114.01, Providence County, Rhode Island",333
"G44000700114014","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011401","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114014",,,"Block Group 4, Census Tract 114.01, Providence County, Rhode Island",1741,"Block Group 4, Census Tract 114.01, Providence County, Rhode Island",344
"G44000700114015","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011401","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114015",,,"Block Group 5, Census Tract 114.01, Providence County, Rhode Island",2758,"Block Group 5, Census Tract 114.01, Providence County, Rhode Island",378
"G44000700114021","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011402","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114021",,,"Block Group 1, Census Tract 114.02, Providence County, Rhode Island",1542,"Block Group 1, Census Tract 114.02, Providence County, Rhode Island",273
"G44000700114022","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011402","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114022",,,"Block Group 2, Census Tract 114.02, Providence County, Rhode Island",2609,"Block Group 2, Census Tract 114.02, Providence County, Rhode Island",288
"G44000700114031","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011403","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114031",,,"Block Group 1, Census Tract 114.03, Providence County, Rhode Island",868,"Block Group 1, Census Tract 114.03, Providence County, Rhode Island",282
"G44000700114032","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011403","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114032",,,"Block Group 2, Census Tract 114.03, Providence County, Rhode Island",2594,"Block Group 2, Census Tract 114.03, Providence County, Rhode Island",462
"G44000700114033","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011403","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114033",,,"Block Group 3, Census Tract 114.03, Providence County, Rhode Island",1980,"Block Group 3, Census Tract 114.03, Providence County, Rhode Island",438
"G44000700114034","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011403","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114034",,,"Block Group 4, Census Tract 114.03, Providence County, Rhode Island",1640,"Block Group 4, Census Tract 114.03, Providence County, Rhode Island",341
"G44000700115001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070115001",,,"Block Group 1, Census Tract 115, Providence County, Rhode Island",1730,"Block Group 1, Census Tract 115, Providence County, Rhode Island",411
"G44000700115002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070115002",,,"Block Group 2, Census Tract 115, Providence County, Rhode Island",1323,"Block Group 2, Census Tract 115, Providence County, Rhode Island",429
"G44000700115003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070115003",,,"Block Group 3, Census Tract 115, Providence County, Rhode Island",2409,"Block Group 3, Census Tract 115, Providence County, Rhode Island",566
"G44000700115004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011500","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070115004",,,"Block Group 4, Census Tract 115, Providence County, Rhode Island",1119,"Block Group 4, Census Tract 115, Providence County, Rhode Island",414
"G44000700116001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070116001",,,"Block Group 1, Census Tract 116, Providence County, Rhode Island",798,"Block Group 1, Census Tract 116, Providence County, Rhode Island",228
"G44000700116002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070116002",,,"Block Group 2, Census Tract 116, Providence County, Rhode Island",1672,"Block Group 2, Census Tract 116, Providence County, Rhode Island",396
"G44000700116003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070116003",,,"Block Group 3, Census Tract 116, Providence County, Rhode Island",1191,"Block Group 3, Census Tract 116, Providence County, Rhode Island",265
"G44000700116004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070116004",,,"Block Group 4, Census Tract 116, Providence County, Rhode Island",2364,"Block Group 4, Census Tract 116, Providence County, Rhode Island",398
"G44000700117011","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011701","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070117011",,,"Block Group 1, Census Tract 117.01, Providence County, Rhode Island",2329,"Block Group 1, Census Tract 117.01, Providence County, Rhode Island",556
"G44000700117012","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011701","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070117012",,,"Block Group 2, Census Tract 117.01, Providence County, Rhode Island",1480,"Block Group 2, Census Tract 117.01, Providence County, Rhode Island",282
"G44000700117013","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011701","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070117013",,,"Block Group 3, Census Tract 117.01, Providence County, Rhode Island",904,"Block Group 3, Census Tract 117.01, Providence County, Rhode Island",179
"G44000700117021","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070117021",,,"Block Group 1, Census Tract 117.02, Providence County, Rhode Island",989,"Block Group 1, Census Tract 117.02, Providence County, Rhode Island",272
"G44000700117022","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011702","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070117022",,,"Block Group 2, Census Tract 117.02, Providence County, Rhode Island",2078,"Block Group 2, Census Tract 117.02, Providence County, Rhode Island",469
"G44000700117023","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011702","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070117023",,,"Block Group 3, Census Tract 117.02, Providence County, Rhode Island",1258,"Block Group 3, Census Tract 117.02, Providence County, Rhode Island",264
"G44000700118001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070118001",,,"Block Group 1, Census Tract 118, Providence County, Rhode Island",2312,"Block Group 1, Census Tract 118, Providence County, Rhode Island",723
"G44000700118002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070118002",,,"Block Group 2, Census Tract 118, Providence County, Rhode Island",1269,"Block Group 2, Census Tract 118, Providence County, Rhode Island",463
"G44000700118003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070118003",,,"Block Group 3, Census Tract 118, Providence County, Rhode Island",1060,"Block Group 3, Census Tract 118, Providence County, Rhode Island",512
"G44000700118004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011800","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070118004",,,"Block Group 4, Census Tract 118, Providence County, Rhode Island",781,"Block Group 4, Census Tract 118, Providence County, Rhode Island",231
"G44000700118005","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011800","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070118005",,,"Block Group 5, Census Tract 118, Providence County, Rhode Island",1481,"Block Group 5, Census Tract 118, Providence County, Rhode Island",428
"G44000700119011","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011901","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070119011",,,"Block Group 1, Census Tract 119.01, Providence County, Rhode Island",2227,"Block Group 1, Census Tract 119.01, Providence County, Rhode Island",285
"G44000700119012","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011901","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070119012",,,"Block Group 2, Census Tract 119.01, Providence County, Rhode Island",1018,"Block Group 2, Census Tract 119.01, Providence County, Rhode Island",238
"G44000700119021","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011902","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070119021",,,"Block Group 1, Census Tract 119.02, Providence County, Rhode Island",2097,"Block Group 1, Census Tract 119.02, Providence County, Rhode Island",361
"G44000700119022","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011902","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070119022",,,"Block Group 2, Census Tract 119.02, Providence County, Rhode Island",1272,"Block Group 2, Census Tract 119.02, Providence County, Rhode Island",353
"G44000700119023","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"011902","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070119023",,,"Block Group 3, Census Tract 119.02, Providence County, Rhode Island",1385,"Block Group 3, Census Tract 119.02, Providence County, Rhode Island",281
"G44000700120001","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"012000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070120001",,,"Block Group 1, Census Tract 120, Providence County, Rhode Island",1454,"Block Group 1, Census Tract 120, Providence County, Rhode Island",533
"G44000700120002","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"012000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070120002",,,"Block Group 2, Census Tract 120, Providence County, Rhode Island",1798,"Block Group 2, Census Tract 120, Providence County, Rhode Island",508
"G44000700120003","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"012000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070120003",,,"Block Group 3, Census Tract 120, Providence County, Rhode Island",776,"Block Group 3, Census Tract 120, Providence County, Rhode Island",269
"G44000700120004","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"012000","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070120004",,,"Block Group 4, Census Tract 120, Providence County, Rhode Island",662,"Block Group 4, Census Tract 120, Providence County, Rhode Island",267
"G44000700120005","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"012000","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070120005",,,"Block Group 5, Census Tract 120, Providence County, Rhode Island",1163,"Block Group 5, Census Tract 120, Providence County, Rhode Island",333
"G44000700121021","2014-2018","RI",,,"Rhode Island","44","Providence County","007",,,"012102","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070121021",,,"Block Group 1, Census Tract 121.02, Providence County, Rhode Island",1468,"Block Group 1, Census Tract 121.02, Providence County, Rhode Island",388
