GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AON4E001,NAME_M,AON4M001
"G44000100301001","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030100","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010301001",,,"440010301001","Block Group 1, Census Tract 301, Bristol County, Rhode Island",1331,"Block Group 1, Census Tract 301, Bristol County, Rhode Island",387
"G44000100301002","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030100","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010301002",,,"440010301002","Block Group 2, Census Tract 301, Bristol County, Rhode Island",871,"Block Group 2, Census Tract 301, Bristol County, Rhode Island",250
"G44000100301003","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030100","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010301003",,,"440010301003","Block Group 3, Census Tract 301, Bristol County, Rhode Island",1370,"Block Group 3, Census Tract 301, Bristol County, Rhode Island",404
"G44000100301004","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030100","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010301004",,,"440010301004","Block Group 4, Census Tract 301, Bristol County, Rhode Island",1241,"Block Group 4, Census Tract 301, Bristol County, Rhode Island",352
"G44000100302001","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030200","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010302001",,,"440010302001","Block Group 1, Census Tract 302, Bristol County, Rhode Island",1019,"Block Group 1, Census Tract 302, Bristol County, Rhode Island",224
"G44000100302002","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030200","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010302002",,,"440010302002","Block Group 2, Census Tract 302, Bristol County, Rhode Island",1598,"Block Group 2, Census Tract 302, Bristol County, Rhode Island",416
"G44000100302003","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030200","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010302003",,,"440010302003","Block Group 3, Census Tract 302, Bristol County, Rhode Island",733,"Block Group 3, Census Tract 302, Bristol County, Rhode Island",189
"G44000100303001","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030300","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010303001",,,"440010303001","Block Group 1, Census Tract 303, Bristol County, Rhode Island",1341,"Block Group 1, Census Tract 303, Bristol County, Rhode Island",354
"G44000100303002","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030300","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010303002",,,"440010303002","Block Group 2, Census Tract 303, Bristol County, Rhode Island",1571,"Block Group 2, Census Tract 303, Bristol County, Rhode Island",241
"G44000100303003","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030300","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010303003",,,"440010303003","Block Group 3, Census Tract 303, Bristol County, Rhode Island",1781,"Block Group 3, Census Tract 303, Bristol County, Rhode Island",305
"G44000100304001","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030400","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010304001",,,"440010304001","Block Group 1, Census Tract 304, Bristol County, Rhode Island",1257,"Block Group 1, Census Tract 304, Bristol County, Rhode Island",266
"G44000100304002","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030400","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010304002",,,"440010304002","Block Group 2, Census Tract 304, Bristol County, Rhode Island",1387,"Block Group 2, Census Tract 304, Bristol County, Rhode Island",292
"G44000100304003","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030400","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010304003",,,"440010304003","Block Group 3, Census Tract 304, Bristol County, Rhode Island",1701,"Block Group 3, Census Tract 304, Bristol County, Rhode Island",463
"G44000100305001","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030500","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010305001",,,"440010305001","Block Group 1, Census Tract 305, Bristol County, Rhode Island",763,"Block Group 1, Census Tract 305, Bristol County, Rhode Island",269
"G44000100305002","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030500","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010305002",,,"440010305002","Block Group 2, Census Tract 305, Bristol County, Rhode Island",988,"Block Group 2, Census Tract 305, Bristol County, Rhode Island",284
"G44000100305003","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030500","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010305003",,,"440010305003","Block Group 3, Census Tract 305, Bristol County, Rhode Island",1563,"Block Group 3, Census Tract 305, Bristol County, Rhode Island",348
"G44000100306011","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030601","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010306011",,,"440010306011","Block Group 1, Census Tract 306.01, Bristol County, Rhode Island",1101,"Block Group 1, Census Tract 306.01, Bristol County, Rhode Island",353
"G44000100306012","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030601","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010306012",,,"440010306012","Block Group 2, Census Tract 306.01, Bristol County, Rhode Island",1382,"Block Group 2, Census Tract 306.01, Bristol County, Rhode Island",296
"G44000100306013","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030601","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010306013",,,"440010306013","Block Group 3, Census Tract 306.01, Bristol County, Rhode Island",1166,"Block Group 3, Census Tract 306.01, Bristol County, Rhode Island",290
"G44000100306021","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030602","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010306021",,,"440010306021","Block Group 1, Census Tract 306.02, Bristol County, Rhode Island",1037,"Block Group 1, Census Tract 306.02, Bristol County, Rhode Island",260
"G44000100306022","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030602","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010306022",,,"440010306022","Block Group 2, Census Tract 306.02, Bristol County, Rhode Island",1258,"Block Group 2, Census Tract 306.02, Bristol County, Rhode Island",483
"G44000100306023","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030602","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010306023",,,"440010306023","Block Group 3, Census Tract 306.02, Bristol County, Rhode Island",1310,"Block Group 3, Census Tract 306.02, Bristol County, Rhode Island",304
"G44000100306024","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030602","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010306024",,,"440010306024","Block Group 4, Census Tract 306.02, Bristol County, Rhode Island",598,"Block Group 4, Census Tract 306.02, Bristol County, Rhode Island",199
"G44000100307001","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030700","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010307001",,,"440010307001","Block Group 1, Census Tract 307, Bristol County, Rhode Island",1106,"Block Group 1, Census Tract 307, Bristol County, Rhode Island",498
"G44000100307002","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030700","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010307002",,,"440010307002","Block Group 2, Census Tract 307, Bristol County, Rhode Island",646,"Block Group 2, Census Tract 307, Bristol County, Rhode Island",214
"G44000100307003","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030700","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010307003",,,"440010307003","Block Group 3, Census Tract 307, Bristol County, Rhode Island",582,"Block Group 3, Census Tract 307, Bristol County, Rhode Island",244
"G44000100307004","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030700","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010307004",,,"440010307004","Block Group 4, Census Tract 307, Bristol County, Rhode Island",774,"Block Group 4, Census Tract 307, Bristol County, Rhode Island",348
"G44000100308001","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030800","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010308001",,,"440010308001","Block Group 1, Census Tract 308, Bristol County, Rhode Island",2218,"Block Group 1, Census Tract 308, Bristol County, Rhode Island",396
"G44000100308002","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030800","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010308002",,,"440010308002","Block Group 2, Census Tract 308, Bristol County, Rhode Island",813,"Block Group 2, Census Tract 308, Bristol County, Rhode Island",191
"G44000100308003","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030800","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010308003",,,"440010308003","Block Group 3, Census Tract 308, Bristol County, Rhode Island",3459,"Block Group 3, Census Tract 308, Bristol County, Rhode Island",637
"G44000100309011","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030901","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010309011",,,"440010309011","Block Group 1, Census Tract 309.01, Bristol County, Rhode Island",1673,"Block Group 1, Census Tract 309.01, Bristol County, Rhode Island",411
"G44000100309012","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030901","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010309012",,,"440010309012","Block Group 2, Census Tract 309.01, Bristol County, Rhode Island",3145,"Block Group 2, Census Tract 309.01, Bristol County, Rhode Island",901
"G44000100309013","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030901","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010309013",,,"440010309013","Block Group 3, Census Tract 309.01, Bristol County, Rhode Island",1498,"Block Group 3, Census Tract 309.01, Bristol County, Rhode Island",429
"G44000100309021","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030902","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010309021",,,"440010309021","Block Group 1, Census Tract 309.02, Bristol County, Rhode Island",779,"Block Group 1, Census Tract 309.02, Bristol County, Rhode Island",265
"G44000100309022","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030902","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010309022",,,"440010309022","Block Group 2, Census Tract 309.02, Bristol County, Rhode Island",1902,"Block Group 2, Census Tract 309.02, Bristol County, Rhode Island",511
"G44000100309023","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030902","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010309023",,,"440010309023","Block Group 3, Census Tract 309.02, Bristol County, Rhode Island",1478,"Block Group 3, Census Tract 309.02, Bristol County, Rhode Island",363
"G44000100309024","2017-2021","RI",,,"Rhode Island","44","Bristol County","001",,,"030902","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440010309024",,,"440010309024","Block Group 4, Census Tract 309.02, Bristol County, Rhode Island",2232,"Block Group 4, Census Tract 309.02, Bristol County, Rhode Island",402
"G44000300201011","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020101","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030201011",,,"440030201011","Block Group 1, Census Tract 201.01, Kent County, Rhode Island",2774,"Block Group 1, Census Tract 201.01, Kent County, Rhode Island",660
"G44000300201012","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020101","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030201012",,,"440030201012","Block Group 2, Census Tract 201.01, Kent County, Rhode Island",1325,"Block Group 2, Census Tract 201.01, Kent County, Rhode Island",438
"G44000300201013","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020101","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030201013",,,"440030201013","Block Group 3, Census Tract 201.01, Kent County, Rhode Island",1525,"Block Group 3, Census Tract 201.01, Kent County, Rhode Island",399
"G44000300201014","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020101","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030201014",,,"440030201014","Block Group 4, Census Tract 201.01, Kent County, Rhode Island",1632,"Block Group 4, Census Tract 201.01, Kent County, Rhode Island",467
"G44000300201021","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020102","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030201021",,,"440030201021","Block Group 1, Census Tract 201.02, Kent County, Rhode Island",1558,"Block Group 1, Census Tract 201.02, Kent County, Rhode Island",448
"G44000300201022","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020102","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030201022",,,"440030201022","Block Group 2, Census Tract 201.02, Kent County, Rhode Island",1588,"Block Group 2, Census Tract 201.02, Kent County, Rhode Island",477
"G44000300201023","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020102","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030201023",,,"440030201023","Block Group 3, Census Tract 201.02, Kent County, Rhode Island",1999,"Block Group 3, Census Tract 201.02, Kent County, Rhode Island",501
"G44000300202001","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020200","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030202001",,,"440030202001","Block Group 1, Census Tract 202, Kent County, Rhode Island",2803,"Block Group 1, Census Tract 202, Kent County, Rhode Island",925
"G44000300202002","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020200","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030202002",,,"440030202002","Block Group 2, Census Tract 202, Kent County, Rhode Island",1046,"Block Group 2, Census Tract 202, Kent County, Rhode Island",349
"G44000300202003","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020200","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030202003",,,"440030202003","Block Group 3, Census Tract 202, Kent County, Rhode Island",1225,"Block Group 3, Census Tract 202, Kent County, Rhode Island",472
"G44000300203001","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020300","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030203001",,,"440030203001","Block Group 1, Census Tract 203, Kent County, Rhode Island",1052,"Block Group 1, Census Tract 203, Kent County, Rhode Island",486
"G44000300203002","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020300","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030203002",,,"440030203002","Block Group 2, Census Tract 203, Kent County, Rhode Island",1492,"Block Group 2, Census Tract 203, Kent County, Rhode Island",415
"G44000300203003","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020300","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030203003",,,"440030203003","Block Group 3, Census Tract 203, Kent County, Rhode Island",906,"Block Group 3, Census Tract 203, Kent County, Rhode Island",374
"G44000300203004","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020300","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030203004",,,"440030203004","Block Group 4, Census Tract 203, Kent County, Rhode Island",1349,"Block Group 4, Census Tract 203, Kent County, Rhode Island",690
"G44000300203005","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020300","5",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030203005",,,"440030203005","Block Group 5, Census Tract 203, Kent County, Rhode Island",981,"Block Group 5, Census Tract 203, Kent County, Rhode Island",425
"G44000300204001","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020400","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030204001",,,"440030204001","Block Group 1, Census Tract 204, Kent County, Rhode Island",963,"Block Group 1, Census Tract 204, Kent County, Rhode Island",493
"G44000300204002","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020400","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030204002",,,"440030204002","Block Group 2, Census Tract 204, Kent County, Rhode Island",1171,"Block Group 2, Census Tract 204, Kent County, Rhode Island",378
"G44000300204003","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020400","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030204003",,,"440030204003","Block Group 3, Census Tract 204, Kent County, Rhode Island",1174,"Block Group 3, Census Tract 204, Kent County, Rhode Island",266
"G44000300205001","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020500","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030205001",,,"440030205001","Block Group 1, Census Tract 205, Kent County, Rhode Island",1369,"Block Group 1, Census Tract 205, Kent County, Rhode Island",392
"G44000300205002","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020500","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030205002",,,"440030205002","Block Group 2, Census Tract 205, Kent County, Rhode Island",2891,"Block Group 2, Census Tract 205, Kent County, Rhode Island",461
"G44000300206011","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020601","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206011",,,"440030206011","Block Group 1, Census Tract 206.01, Kent County, Rhode Island",1621,"Block Group 1, Census Tract 206.01, Kent County, Rhode Island",473
"G44000300206012","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020601","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206012",,,"440030206012","Block Group 2, Census Tract 206.01, Kent County, Rhode Island",1600,"Block Group 2, Census Tract 206.01, Kent County, Rhode Island",493
"G44000300206013","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020601","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206013",,,"440030206013","Block Group 3, Census Tract 206.01, Kent County, Rhode Island",1535,"Block Group 3, Census Tract 206.01, Kent County, Rhode Island",501
"G44000300206014","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020601","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206014",,,"440030206014","Block Group 4, Census Tract 206.01, Kent County, Rhode Island",1528,"Block Group 4, Census Tract 206.01, Kent County, Rhode Island",433
"G44000300206021","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020602","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206021",,,"440030206021","Block Group 1, Census Tract 206.02, Kent County, Rhode Island",1951,"Block Group 1, Census Tract 206.02, Kent County, Rhode Island",472
"G44000300206022","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020602","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206022",,,"440030206022","Block Group 2, Census Tract 206.02, Kent County, Rhode Island",1508,"Block Group 2, Census Tract 206.02, Kent County, Rhode Island",297
"G44000300206031","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020603","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206031",,,"440030206031","Block Group 1, Census Tract 206.03, Kent County, Rhode Island",2525,"Block Group 1, Census Tract 206.03, Kent County, Rhode Island",569
"G44000300206032","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020603","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206032",,,"440030206032","Block Group 2, Census Tract 206.03, Kent County, Rhode Island",1419,"Block Group 2, Census Tract 206.03, Kent County, Rhode Island",561
"G44000300206033","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020603","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206033",,,"440030206033","Block Group 3, Census Tract 206.03, Kent County, Rhode Island",1170,"Block Group 3, Census Tract 206.03, Kent County, Rhode Island",297
"G44000300206034","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020603","4",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206034",,,"440030206034","Block Group 4, Census Tract 206.03, Kent County, Rhode Island",1456,"Block Group 4, Census Tract 206.03, Kent County, Rhode Island",486
"G44000300206041","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020604","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206041",,,"440030206041","Block Group 1, Census Tract 206.04, Kent County, Rhode Island",1980,"Block Group 1, Census Tract 206.04, Kent County, Rhode Island",503
"G44000300206042","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020604","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206042",,,"440030206042","Block Group 2, Census Tract 206.04, Kent County, Rhode Island",978,"Block Group 2, Census Tract 206.04, Kent County, Rhode Island",364
"G44000300206043","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020604","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030206043",,,"440030206043","Block Group 3, Census Tract 206.04, Kent County, Rhode Island",2338,"Block Group 3, Census Tract 206.04, Kent County, Rhode Island",537
"G44000300207011","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020701","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030207011",,,"440030207011","Block Group 1, Census Tract 207.01, Kent County, Rhode Island",1907,"Block Group 1, Census Tract 207.01, Kent County, Rhode Island",359
"G44000300207021","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020702","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030207021",,,"440030207021","Block Group 1, Census Tract 207.02, Kent County, Rhode Island",1467,"Block Group 1, Census Tract 207.02, Kent County, Rhode Island",355
"G44000300207022","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020702","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030207022",,,"440030207022","Block Group 2, Census Tract 207.02, Kent County, Rhode Island",3363,"Block Group 2, Census Tract 207.02, Kent County, Rhode Island",428
"G44000300207031","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020703","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030207031",,,"440030207031","Block Group 1, Census Tract 207.03, Kent County, Rhode Island",3041,"Block Group 1, Census Tract 207.03, Kent County, Rhode Island",731
"G44000300207032","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020703","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030207032",,,"440030207032","Block Group 2, Census Tract 207.03, Kent County, Rhode Island",1316,"Block Group 2, Census Tract 207.03, Kent County, Rhode Island",308
"G44000300207033","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020703","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030207033",,,"440030207033","Block Group 3, Census Tract 207.03, Kent County, Rhode Island",2683,"Block Group 3, Census Tract 207.03, Kent County, Rhode Island",860
"G44000300208001","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020800","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030208001",,,"440030208001","Block Group 1, Census Tract 208, Kent County, Rhode Island",2013,"Block Group 1, Census Tract 208, Kent County, Rhode Island",508
"G44000300208002","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020800","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030208002",,,"440030208002","Block Group 2, Census Tract 208, Kent County, Rhode Island",2084,"Block Group 2, Census Tract 208, Kent County, Rhode Island",436
"G44000300208003","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020800","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030208003",,,"440030208003","Block Group 3, Census Tract 208, Kent County, Rhode Island",2403,"Block Group 3, Census Tract 208, Kent County, Rhode Island",543
"G44000300209011","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020901","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030209011",,,"440030209011","Block Group 1, Census Tract 209.01, Kent County, Rhode Island",1484,"Block Group 1, Census Tract 209.01, Kent County, Rhode Island",457
"G44000300209012","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020901","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030209012",,,"440030209012","Block Group 2, Census Tract 209.01, Kent County, Rhode Island",1093,"Block Group 2, Census Tract 209.01, Kent County, Rhode Island",251
"G44000300209013","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020901","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030209013",,,"440030209013","Block Group 3, Census Tract 209.01, Kent County, Rhode Island",1252,"Block Group 3, Census Tract 209.01, Kent County, Rhode Island",267
"G44000300209031","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020903","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030209031",,,"440030209031","Block Group 1, Census Tract 209.03, Kent County, Rhode Island",2317,"Block Group 1, Census Tract 209.03, Kent County, Rhode Island",548
"G44000300209032","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020903","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030209032",,,"440030209032","Block Group 2, Census Tract 209.03, Kent County, Rhode Island",1346,"Block Group 2, Census Tract 209.03, Kent County, Rhode Island",459
"G44000300209033","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020903","3",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030209033",,,"440030209033","Block Group 3, Census Tract 209.03, Kent County, Rhode Island",2490,"Block Group 3, Census Tract 209.03, Kent County, Rhode Island",431
"G44000300209041","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020904","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030209041",,,"440030209041","Block Group 1, Census Tract 209.04, Kent County, Rhode Island",2063,"Block Group 1, Census Tract 209.04, Kent County, Rhode Island",515
"G44000300209042","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"020904","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030209042",,,"440030209042","Block Group 2, Census Tract 209.04, Kent County, Rhode Island",1925,"Block Group 2, Census Tract 209.04, Kent County, Rhode Island",308
"G44000300210011","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"021001","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030210011",,,"440030210011","Block Group 1, Census Tract 210.01, Kent County, Rhode Island",1123,"Block Group 1, Census Tract 210.01, Kent County, Rhode Island",215
"G44000300210012","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"021001","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030210012",,,"440030210012","Block Group 2, Census Tract 210.01, Kent County, Rhode Island",1304,"Block Group 2, Census Tract 210.01, Kent County, Rhode Island",268
"G44000300210021","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"021002","1",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030210021",,,"440030210021","Block Group 1, Census Tract 210.02, Kent County, Rhode Island",841,"Block Group 1, Census Tract 210.02, Kent County, Rhode Island",266
"G44000300210022","2017-2021","RI",,,"Rhode Island","44","Kent County","003",,,"021002","2",,,,,,,,,,,,,,,,,,,,,,,,,"1500000US440030210022",,,"440030210022","Block Group 2, Census Tract 210.02, Kent County, Rhode Island",948,"Block Group 2, Census Tract 210.02, Kent County, Rhode Island",293
